HGNC ID,Approved symbol,Approved name,Status,Locus type,NCBI Gene ID(supplied by NCBI),OMIM ID(supplied by OMIM),,,,
HGNC:6264,KCNJ3,potassium inwardly rectifying channel subfamily J member 3,Approved,gene with protein product,3760,601534,,,,
HGNC:6265,KCNJ4,potassium inwardly rectifying channel subfamily J member 4,Approved,gene with protein product,3761,600504,,,,
HGNC:6266,KCNJ5,potassium inwardly rectifying channel subfamily J member 5,Approved,gene with protein product,3762,600734,,,,
HGNC:28584,KCNJ5-AS1,KCNJ5 antisense RNA 1,Approved,RNA, long non-coding,219833,,,,
HGNC:6267,KCNJ6,potassium inwardly rectifying channel subfamily J member 6,Approved,gene with protein product,3763,600877,,,,
HGNC:41352,KCNJ6-AS1,KCNJ6 antisense RNA 1,Approved,RNA, long non-coding,105372799,,,,
HGNC:6269,KCNJ8,potassium inwardly rectifying channel subfamily J member 8,Approved,gene with protein product,3764,600935,,,,
HGNC:6270,KCNJ9,potassium inwardly rectifying channel subfamily J member 9,Approved,gene with protein product,3765,600932,,,,
HGNC:6256,KCNJ10,potassium inwardly rectifying channel subfamily J member 10,Approved,gene with protein product,3766,602208,,,,
HGNC:6257,KCNJ11,potassium inwardly rectifying channel subfamily J member 11,Approved,gene with protein product,3767,600937,,,,
HGNC:6258,KCNJ12,potassium inwardly rectifying channel subfamily J member 12,Approved,gene with protein product,3768,602323,,,,
HGNC:6259,KCNJ13,potassium inwardly rectifying channel subfamily J member 13,Approved,gene with protein product,3769,603208,,,,
HGNC:6260,KCNJ14,potassium inwardly rectifying channel subfamily J member 14,Approved,gene with protein product,3770,603953,,,,
HGNC:6261,KCNJ15,potassium inwardly rectifying channel subfamily J member 15,Approved,gene with protein product,3772,602106,,,,
HGNC:6262,KCNJ16,potassium inwardly rectifying channel subfamily J member 16,Approved,gene with protein product,3773,605722,,,,
HGNC:39080,KCNJ18,potassium inwardly rectifying channel subfamily J member 18,Approved,gene with protein product,100134444,613236,,,,
HGNC:6272,KCNK1,potassium two pore domain channel subfamily K member 1,Approved,gene with protein product,3775,601745,,,,
HGNC:6277,KCNK2,potassium two pore domain channel subfamily K member 2,Approved,gene with protein product,3776,603219,,,,
HGNC:6278,KCNK3,potassium two pore domain channel subfamily K member 3,Approved,gene with protein product,3777,603220,,,,
HGNC:6279,KCNK4,potassium two pore domain channel subfamily K member 4,Approved,gene with protein product,50801,605720,,,,
HGNC:6280,KCNK5,potassium two pore domain channel subfamily K member 5,Approved,gene with protein product,8645,603493,,,,
HGNC:6281,KCNK6,potassium two pore domain channel subfamily K member 6,Approved,gene with protein product,9424,603939,,,,
HGNC:6282,KCNK7,potassium two pore domain channel subfamily K member 7,Approved,gene with protein product,10089,603940,,,,
HGNC:6283,KCNK9,potassium two pore domain channel subfamily K member 9,Approved,gene with protein product,51305,605874,,,,
HGNC:6273,KCNK10,potassium two pore domain channel subfamily K member 10,Approved,gene with protein product,54207,605873,,,,
HGNC:6274,KCNK12,potassium two pore domain channel subfamily K member 12,Approved,gene with protein product,56660,607366,,,,
HGNC:6275,KCNK13,potassium two pore domain channel subfamily K member 13,Approved,gene with protein product,56659,607367,,,,
HGNC:13814,KCNK15,potassium two pore domain channel subfamily K member 15,Approved,gene with protein product,60598,607368,,,,
HGNC:49901,KCNK15-AS1,KCNK15 and WISP2 antisense RNA 1,Approved,RNA, long non-coding,106144538,,,,
HGNC:14464,KCNK16,potassium two pore domain channel subfamily K member 16,Approved,gene with protein product,83795,607369,,,,
HGNC:14465,KCNK17,potassium two pore domain channel subfamily K member 17,Approved,gene with protein product,89822,607370,,,,
HGNC:19439,KCNK18,potassium two pore domain channel subfamily K member 18,Approved,gene with protein product,338567,613655,,,,
HGNC:6284,KCNMA1,potassium calcium-activated channel subfamily M alpha 1,Approved,gene with protein product,3778,600150,,,,
HGNC:51213,KCNMA1-AS1,KCNMA1 antisense RNA 1,Approved,RNA, long non-coding,101929328,,,,
HGNC:51214,KCNMA1-AS2,KCNMA1 antisense RNA 2,Approved,RNA, long non-coding,101929310,,,,
HGNC:51215,KCNMA1-AS3,KCNMA1 antisense RNA 3,Approved,RNA, long non-coding,101929286,,,,
HGNC:6285,KCNMB1,potassium calcium-activated channel subfamily M regulatory beta subunit 1,Approved,gene with protein product,3779,603951,,,,
HGNC:6286,KCNMB2,potassium calcium-activated channel subfamily M regulatory beta subunit 2,Approved,gene with protein product,10242,605214,,,,
HGNC:51409,KCNMB2-AS1,KCNMB2 antisense RNA 1,Approved,RNA, long non-coding,104797538,,,,
HGNC:6287,KCNMB3,potassium calcium-activated channel subfamily M regulatory beta subunit 3,Approved,gene with protein product,27094,605222,,,,
HGNC:6288,KCNMB3P1,KCNMB3 pseudogene 1,Approved,pseudogene,27093,,,,,
HGNC:6289,KCNMB4,potassium calcium-activated channel subfamily M regulatory beta subunit 4,Approved,gene with protein product,27345,605223,,,,
HGNC:6290,KCNN1,potassium calcium-activated channel subfamily N member 1,Approved,gene with protein product,3780,602982,,,,
HGNC:6291,KCNN2,potassium calcium-activated channel subfamily N member 2,Approved,gene with protein product,3781,605879,,,,
HGNC:6292,KCNN3,potassium calcium-activated channel subfamily N member 3,Approved,gene with protein product,3782,602983,,,,
HGNC:6293,KCNN4,potassium calcium-activated channel subfamily N member 4,Approved,gene with protein product,3783,602754,,,,
HGNC:6294,KCNQ1,potassium voltage-gated channel subfamily Q member 1,Approved,gene with protein product,3784,607542,,,,
HGNC:42790,KCNQ1-AS1,KCNQ1 antisense RNA 1,Approved,RNA, long non-coding,338653,,,,
HGNC:13335,KCNQ1DN,KCNQ1 downstream neighbor,Approved,RNA, long non-coding,55539,610980,,,
HGNC:6295,KCNQ1OT1,KCNQ1 opposite strand/antisense transcript 1,Approved,RNA, long non-coding,10984,604115,,,
HGNC:6296,KCNQ2,potassium voltage-gated channel subfamily Q member 2,Approved,gene with protein product,3785,602235,,,,
HGNC:40321,KCNQ2-AS1,KCNQ2 antisense RNA 1,Approved,RNA, long non-coding,105372720,,,,
HGNC:6297,KCNQ3,potassium voltage-gated channel subfamily Q member 3,Approved,gene with protein product,3786,602232,,,,
HGNC:6298,KCNQ4,potassium voltage-gated channel subfamily Q member 4,Approved,gene with protein product,9132,603537,,,,
HGNC:6299,KCNQ5,potassium voltage-gated channel subfamily Q member 5,Approved,gene with protein product,56479,607357,,,,
HGNC:40323,KCNQ5-AS1,KCNQ5 antisense RNA 1,Approved,RNA, long non-coding,100873997,,,,
HGNC:55469,KCNQ5-DT,KCNQ5 divergent transcript,Approved,RNA, long non-coding,112267960,,,,
HGNC:41354,KCNQ5-IT1,KCNQ5 intronic transcript 1,Approved,RNA, long non-coding,100507381,,,,
HGNC:18893,KCNRG,potassium channel regulator,Approved,gene with protein product,283518,607947,,,,
HGNC:6300,KCNS1,potassium voltage-gated channel modifier subfamily S member 1,Approved,gene with protein product,3787,602905,,,,
HGNC:6301,KCNS2,potassium voltage-gated channel modifier subfamily S member 2,Approved,gene with protein product,3788,602906,,,,
HGNC:6302,KCNS3,potassium voltage-gated channel modifier subfamily S member 3,Approved,gene with protein product,3790,603888,,,,
HGNC:18865,KCNT1,potassium sodium-activated channel subfamily T member 1,Approved,gene with protein product,57582,608167,,,,
HGNC:18866,KCNT2,potassium sodium-activated channel subfamily T member 2,Approved,gene with protein product,343450,610044,,,,
HGNC:18867,KCNU1,potassium calcium-activated channel subfamily U member 1,Approved,gene with protein product,157855,615215,,,,
HGNC:18861,KCNV1,potassium voltage-gated channel modifier subfamily V member 1,Approved,gene with protein product,27012,608164,,,,
HGNC:19698,KCNV2,potassium voltage-gated channel modifier subfamily V member 2,Approved,gene with protein product,169522,607604,,,,
HGNC:17585,KCP,kielin cysteine rich BMP regulator,Approved,gene with protein product,375616,609344,,,,
HGNC:18249,KCTD1,potassium channel tetramerization domain containing 1,Approved,gene with protein product,284252,613420,,,,
HGNC:21294,KCTD2,potassium channel tetramerization domain containing 2,Approved,gene with protein product,23510,613422,,,,
HGNC:21305,KCTD3,potassium channel tetramerization domain containing 3,Approved,gene with protein product,51133,613272,,,,
HGNC:23227,KCTD4,potassium channel tetramerization domain containing 4,Approved,gene with protein product,386618,,,,,
HGNC:21423,KCTD5,potassium channel tetramerization domain containing 5,Approved,gene with protein product,54442,611285,,,,
HGNC:54736,KCTD5P1,KCTD5 pseudogene 1,Approved,pseudogene,100422094,,,,,
HGNC:22235,KCTD6,potassium channel tetramerization domain containing 6,Approved,gene with protein product,200845,618791,,,,
HGNC:21957,KCTD7,potassium channel tetramerization domain containing 7,Approved,gene with protein product,154881,611725,,,,
HGNC:22394,KCTD8,potassium channel tetramerization domain containing 8,Approved,gene with protein product,386617,618442,,,,
HGNC:22401,KCTD9,potassium channel tetramerization domain containing 9,Approved,gene with protein product,54793,617265,,,,
HGNC:21428,KCTD9P1,potassium channel tetramerization domain containing 9 pseudogene 1,Approved,pseudogene,100422273,,,,,
HGNC:29274,KCTD9P2,potassium channel tetramerization domain containing 9 pseudogene 2,Approved,pseudogene,643535,,,,,
HGNC:49912,KCTD9P3,potassium channel tetramerization domain containing 9 pseudogene 3,Approved,pseudogene,647013,,,,,
HGNC:49913,KCTD9P4,potassium channel tetramerization domain containing 9 pseudogene 4,Approved,pseudogene,100422242,,,,,
HGNC:49914,KCTD9P5,potassium channel tetramerization domain containing 9 pseudogene 5,Approved,pseudogene,100422179,,,,,
HGNC:49915,KCTD9P6,potassium channel tetramerization domain containing 9 pseudogene 6,Approved,pseudogene,642513,,,,,
HGNC:23236,KCTD10,potassium channel tetramerization domain containing 10,Approved,gene with protein product,83892,613421,,,,
HGNC:49807,KCTD10P1,potassium channel tetramerization domain containing 10 pseudogene 1,Approved,pseudogene,100422230,,,,,
HGNC:21302,KCTD11,potassium channel tetramerization domain containing 11,Approved,gene with protein product,147040,609848,,,,
HGNC:14678,KCTD12,potassium channel tetramerization domain containing 12,Approved,gene with protein product,115207,610521,,,,
HGNC:22234,KCTD13,potassium channel tetramerization domain containing 13,Approved,gene with protein product,253980,608947,,,,
HGNC:55585,KCTD13-DT,KCTD13 divergent transcript,Approved,RNA, long non-coding,107984836,,,,
HGNC:23295,KCTD14,potassium channel tetramerization domain containing 14,Approved,gene with protein product,65987,,,,,
HGNC:23297,KCTD15,potassium channel tetramerization domain containing 15,Approved,gene with protein product,79047,615240,,,,
HGNC:29244,KCTD16,potassium channel tetramerization domain containing 16,Approved,gene with protein product,57528,613423,,,,
HGNC:25705,KCTD17,potassium channel tetramerization domain containing 17,Approved,gene with protein product,79734,616386,,,,
HGNC:26446,KCTD18,potassium channel tetramerization domain containing 18,Approved,gene with protein product,130535,,,,,
HGNC:24753,KCTD19,potassium channel tetramerization domain containing 19,Approved,gene with protein product,146212,619943,,,,
HGNC:21052,KCTD20,potassium channel tetramerization domain containing 20,Approved,gene with protein product,222658,615932,,,,
HGNC:27452,KCTD21,potassium channel tetramerization domain containing 21,Approved,gene with protein product,283219,618790,,,,
HGNC:48674,KCTD21-AS1,KCTD21 antisense RNA 1,Approved,RNA, long non-coding,100289388,,,,
HGNC:6304,KDELR1,KDEL endoplasmic reticulum protein retention receptor 1,Approved,gene with protein product,10945,131235,,,,
HGNC:6305,KDELR2,KDEL endoplasmic reticulum protein retention receptor 2,Approved,gene with protein product,11014,609024,,,,
HGNC:6306,KDELR3,KDEL endoplasmic reticulum protein retention receptor 3,Approved,gene with protein product,11015,619900,,,,
HGNC:26624,KDF1,keratinocyte differentiation factor 1,Approved,gene with protein product,126695,616758,,,,
HGNC:29079,KDM1A,lysine demethylase 1A,Approved,gene with protein product,23028,609132,,,,
HGNC:21577,KDM1B,lysine demethylase 1B,Approved,gene with protein product,221656,613081,,,,
HGNC:13606,KDM2A,lysine demethylase 2A,Approved,gene with protein product,22992,605657,,,,
HGNC:13610,KDM2B,lysine demethylase 2B,Approved,gene with protein product,84678,609078,,,,
HGNC:53287,KDM2B-DT,KDM2B divergent transcript,Approved,RNA, long non-coding,101928346,,,,
HGNC:20815,KDM3A,lysine demethylase 3A,Approved,gene with protein product,55818,611512,,,,
HGNC:54795,KDM3AP1,KDM3A pseudogene 1,Approved,pseudogene,100420666,,,,,
HGNC:1337,KDM3B,lysine demethylase 3B,Approved,gene with protein product,51780,609373,,,,
HGNC:22978,KDM4A,lysine demethylase 4A,Approved,gene with protein product,9682,609764,,,,
HGNC:40528,KDM4A-AS1,KDM4A antisense RNA 1,Approved,RNA, long non-coding,100132774,,,,
HGNC:29136,KDM4B,lysine demethylase 4B,Approved,gene with protein product,23030,609765,,,,
HGNC:17071,KDM4C,lysine demethylase 4C,Approved,gene with protein product,23081,605469,,,,
HGNC:25498,KDM4D,lysine demethylase 4D,Approved,gene with protein product,55693,609766,,,,
HGNC:37098,KDM4E,lysine demethylase 4E,Approved,gene with protein product,390245,616581,,,,
HGNC:52413,KDM4F,lysine demethylase 4F,Approved,gene with protein product,100129053,,,,,
HGNC:9886,KDM5A,lysine demethylase 5A,Approved,gene with protein product,5927,180202,,,,
HGNC:18039,KDM5B,lysine demethylase 5B,Approved,gene with protein product,10765,605393,,,,
HGNC:11114,KDM5C,lysine demethylase 5C,Approved,gene with protein product,8242,314690,,,,
HGNC:41384,KDM5C-IT1,KDM5C intronic transcript 1,Approved,RNA, long non-coding,100874299,,,,
HGNC:11115,KDM5D,lysine demethylase 5D,Approved,gene with protein product,8284,426000,,,,
HGNC:23976,KDM5DP1,lysine demethylase 5D pseudogene 1,Approved,pseudogene,359796,,,,,
HGNC:12637,KDM6A,lysine demethylase 6A,Approved,gene with protein product,7403,300128,,,,
HGNC:29012,KDM6B,lysine demethylase 6B,Approved,gene with protein product,23135,611577,,,,
HGNC:22224,KDM7A,lysine demethylase 7A,Approved,gene with protein product,80853,619640,,,,
HGNC:48959,KDM7A-DT,KDM7A divergent transcript,Approved,RNA, long non-coding,100134229,,,,
HGNC:25840,KDM8,lysine demethylase 8,Approved,gene with protein product,79831,611917,,,,
HGNC:6307,KDR,kinase insert domain receptor,Approved,gene with protein product,3791,191306,,,,
HGNC:4021,KDSR,3-ketodihydrosphingosine reductase,Approved,gene with protein product,2531,136440,,,,
HGNC:55299,KDSR-DT,KDSR divergent transcript,Approved,RNA, long non-coding,118827811,,,,
HGNC:23177,KEAP1,kelch like ECH associated protein 1,Approved,gene with protein product,9817,606016,,,,
HGNC:6308,KEL,Kell metallo-endopeptidase (Kell blood group),Approved,gene with protein product,3792,613883,,,,
HGNC:6309,KERA,keratocan,Approved,gene with protein product,11081,603288,,,,
HGNC:21366,KHDC1,KH domain containing 1,Approved,gene with protein product,80759,611688,,,,
HGNC:55468,KHDC1-AS1,KHDC1 antisense RNA 1,Approved,RNA, long non-coding,120766141,,,,
HGNC:37274,KHDC1L,KH domain containing 1 like,Approved,gene with protein product,100129128,,,,,
HGNC:43757,KHDC1P1,KH domain containing 1 pseudogene 1,Approved,pseudogene,653194,,,,,
HGNC:33699,KHDC3L,KH domain containing 3 like, subcortical maternal complex member,Approved,gene with protein product,154288,611687,,,
HGNC:29145,KHDC4,KH domain containing 4, pre-mRNA splicing factor,Approved,gene with protein product,22889,619370,,,
HGNC:18116,KHDRBS1,KH RNA binding domain containing, signal transduction associated 1,Approved,gene with protein product,10657,602489,,,
HGNC:18114,KHDRBS2,KH RNA binding domain containing, signal transduction associated 2,Approved,gene with protein product,202559,610487,,,
HGNC:53911,KHDRBS2-OT1,KHDRBS2 3'UTR overlapping transcript 1,Approved,RNA, long non-coding,112577463,,,,
HGNC:18117,KHDRBS3,KH RNA binding domain containing, signal transduction associated 3,Approved,gene with protein product,10656,610421,,,
HGNC:6315,KHK,ketohexokinase,Approved,gene with protein product,3795,614058,,,,
HGNC:20166,KHNYN,KH and NYN domain containing,Approved,gene with protein product,23351,619579,,,,
HGNC:6316,KHSRP,KH-type splicing regulatory protein,Approved,gene with protein product,8570,603445,,,,
HGNC:39198,KHSRPP1,KH-type splicing regulatory protein pseudogene 1,Approved,pseudogene,402359,,,,,
HGNC:28950,KIAA0040,KIAA0040,Approved,gene with protein product,9674,616696,,,,
HGNC:22191,KIAA0087,KIAA0087 lncRNA,Approved,RNA, long non-coding,9808,,,,
HGNC:28992,KIAA0232,KIAA0232,Approved,gene with protein product,9778,619237,,,,
HGNC:21580,KIAA0319,KIAA0319,Approved,gene with protein product,9856,609269,,,,
HGNC:30071,KIAA0319L,KIAA0319 like,Approved,gene with protein product,79932,613535,,,,
HGNC:21636,KIAA0408,KIAA0408,Approved,gene with protein product,9729,619236,,,,
HGNC:29058,KIAA0513,KIAA0513,Approved,gene with protein product,9764,611675,,,,
HGNC:19960,KIAA0586,KIAA0586,Approved,gene with protein product,9786,610178,,,,
HGNC:29110,KIAA0753,KIAA0753,Approved,gene with protein product,9851,617112,,,,
HGNC:28532,KIAA0825,KIAA0825,Approved,gene with protein product,285600,617266,,,,
HGNC:53865,KIAA0895LP1,KIAA00895L pseudogene 1,Approved,pseudogene,100128238,,,,,
HGNC:1314,KIAA0930,KIAA0930,Approved,gene with protein product,23313,619709,,,,
HGNC:29198,KIAA1143,KIAA1143,Approved,gene with protein product,57456,,,,,
HGNC:54591,KIAA1143P1,KIAA1143 pseudogene 1,Approved,pseudogene,644295,,,,,
HGNC:54594,KIAA1143P2,KIAA1143 pseudogene 2,Approved,pseudogene,107986034,,,,,
HGNC:29209,KIAA1191,KIAA1191,Approved,gene with protein product,57179,,,,,
HGNC:29218,KIAA1210,KIAA1210,Approved,gene with protein product,57481,300995,,,,
